"Area Name","dis2012","breast_2012","immun2011","dwellterraced2012","dwellroom12012","jobs2011","urbanclass","house_prices_mean"
"S01001401",7657,25,100,58,0,10.8,2,93750
"S01001402",1847.3,20,100,0,0,5.2,2,111250
"S01001403",2784.4,66.7,100,0,0,0,2,123035
"S01001404",1792.1,20,100,2,0,0,2,143678
"S01001405",1640.7,23.1,100,4,0,3.4,2,156076
"S01001406",2813.9,34.1,98,16,0,5.4,5,191573
"S01001407",5115.1,28.6,100,18,0,6.6,5,113842
"S01001408",7936.5,0,100,34,0,10.9,5,97228
"S01001409",7777.8,11.1,100,39,0,8.9,5,75067
"S01001410",3925.4,40,100,23,0,7.7,5,187505
"S01001411",4111.8,25,100,9,0,6.1,5,312333
"S01001412",6968.6,14.3,100,45,0,17.5,3,55833
"S01001413",2580,55.6,100,16,0,0,3,141308
"S01001414",7317.1,66.7,100,40,0,13.2,3,71750
"S01001415",5602.2,25,100,17,0,6.6,3,87737
"S01001416",8196.7,16.7,100,39,5,5.7,3,84214
"S01001417",3363.2,25,100,9,0,4.7,3,117423
"S01001418",2969.1,50,100,4,0,5.1,3,135750
"S01001419",4481.4,10,100,62,0,0,3,85039
"S01001420",2575.1,45.2,100,6,0,5.4,5,258478
"S01001421",5283.4,50,100,28,0,6.3,5,167653
"S01001422",3021.1,71.4,100,17,0,0,5,353000
"S01001423",4342.4,42.9,100,20,0,6.1,1,120441
"S01001424",10994.3,18.2,100,44,0,18.5,1,103373
"S01001425",6853.6,40,100,9,0,5.8,1,172692
"S01001426",8230.5,30,85.7,27,3,7,1,118500
"S01001427",2972.7,40,100,8,0,4.3,1,136929
"S01001428",7174.4,0,100,45,0,8.3,1,99083
"S01001429",9615.4,25,83.3,15,0,0,1,101589
"S01001430",5090.5,33.3,100,0,0,5.4,1,173858
"S01001431",4802.6,37.5,100,7,0,3.7,1,143655
"S01001432",3501.4,50,100,5,0,5.2,1,256271
"S01001433",3736,0,88.9,0,0,0,1,176786
"S01001434",5246.6,62.5,100,0,0,3.6,1,152875
"S01001435",3531.8,50,100,35,0,3.7,1,196169
"S01001436",3115.3,57.1,100,7,0,4.7,1,278856
"S01001437",3296.7,20,100,2,0,0,1,160000
"S01001438",3200,85.7,100,2,0,7.9,1,258107
"S01001439",3496.5,62.5,100,0,0,5.4,1,168536
"S01001440",4705.9,50,100,46,0,5,1,134046
"S01001441",4375,33.3,100,8,0,6.3,1,185750
"S01001442",2932.6,40,100,0,0,0,1,166800
"S01001443",4880.7,58.3,100,42,2,0,1,138108
"S01001444",3608.2,0,100,19,0,3.6,1,157571
"S01001445",4964.5,75,100,30,0,0,1,190400
"S01001446",3880.3,57.1,100,0,0,5,1,189067
"S01001447",2156.7,83.3,100,7,0,6.5,1,240481
"S01001448",4076.1,33.3,100,18,0,0,1,140528
"S01001449",2604.2,54.5,100,0,0,9.6,1,218833
"S01001450",3280.8,33.3,100,0,0,0,1,160844
"S01001451",3649.6,33.3,100,7,0,0,1,237843
"S01001452",2457,44.4,100,6,1,6.5,1,273286
"S01001453",2344.7,72.7,100,0,0,0,2,180450
"S01001454",3191.5,28.6,100,13,0,0,1,250430
"S01001455",4623.5,40,100,0,0,6,1,157006
"S01001456",1400.6,100,100,7,0,0,1,258500
"S01001457",2306.8,50,100,7,0,5.7,2,304924
"S01001458",4689.3,0,90.9,13,0,0,1,140567
"S01001459",2306.8,60,100,0,0,0,1,298571
"S01001460",2199.4,40,100,0,0,0,1,156983
"S01001461",3554.5,57.1,100,0,0,0,1,247500
"S01001462",2344.7,75,100,6,0,0,1,303357
"S01001463",3369.3,75,100,5,0,0,1,168697
"S01001464",2242.2,45.5,100,10,0,5.5,2,192301
"S01001465",3048.8,66.7,100,18,0,0,1,410450
"S01001466",2706.4,87.5,100,0,0,6,1,186485
"S01001467",4358.7,42.9,100,0,0,0,2,168464
"S01001468",2290.1,50,100,2,0,0,1,255000
"S01001469",2024.3,66.7,100,0,0,7.2,1,374087
"S01001470",1607.7,75,100,0,0,4.7,1,571536
"S01001471",1901.1,50,100,0,0,6,2,267301
"S01001472",5031.4,40,100,15,0,5.5,2,178302
"S01001473",3942.2,66.7,100,9,2,7.7,1,303018
"S01001474",5302.2,37.5,91.7,39,0,5.7,2,156350
"S01001475",2300.6,60,100,0,0,11.6,1,231991
"S01001476",1910.2,62.5,100,3,0,3.9,1,276389
"S01001477",3867.4,60,100,3,0,4.5,2,187624
"S01001478",3154.6,50,100,0,0,0,2,261389
"S01001479",4886,42.9,100,3,0,8.5,2,221200
"S01001480",3012,55.6,100,7,0,0,2,408201
"S01001481",4122.5,33.3,100,5,0,4.9,1,196094
"S01001482",6561.7,28.6,100,17,0,7.1,1,95050
"S01001483",1941.7,40,100,1,0,0,1,438305
"S01001484",1740.1,66.7,100,0,0,0,1,251550
"S01001485",3681.9,73.7,100,1,0,0,2,271667
"S01001486",1798.6,0,100,0,6,0,1,306077
"S01001487",10172.1,20,100,29,0,12,2,101090
"S01001488",4018.4,40,100,46,0,6.9,1,146764
"S01001489",1443.7,28.6,100,16,0,0,1,196788
"S01001490",8171.6,45.5,100,11,1,12,2,83550
"S01001491",1849.6,84.6,100,0,0,8.6,1,266464
"S01001492",10303.7,37.5,100,38,1,9.5,2,110841
"S01001493",3382.9,75,100,5,0,0,2,149375
"S01001494",10023.6,33.3,88.9,8,0,15,2,92519
"S01001495",2423.3,100,100,3,2,0,1,233217
"S01001496",2239.6,75,100,11,3,0,1,187167
"S01001497",11299.4,22.2,100,12,0,5.4,2,85357
"S01001498",2196.2,40,100,7,0,0,1,192500
"S01001499",5125.8,50,100,8,0,0,5,159322
"S01001500",9683.1,60,100,26,0,8.5,2,94600
"S01001501",1851.9,80,100,2,0,0,1,211455
"S01001502",4878,0,83.3,1,0,4.5,2,135850
"S01001503",4470,42.9,100,6,0,4.4,2,139593
"S01001504",10000,50,100,20,0,10.5,2,93556
"S01001505",4596.5,66.7,100,1,0,6.3,2,212238
"S01001506",7692.3,0,100,6,0,0,2,143378
"S01001507",2016.1,80,88.9,0,0,0,1,313580
"S01001508",2637.1,60,100,13,0,4.5,1,199000
"S01001509",11450.4,10,92.9,39,0,9.3,2,110333
"S01001510",7764,40,100,9,0,7.9,2,117071
"S01001511",2645.5,20,100,3,0,0,1,218395
"S01001512",13630.7,45.5,87.5,30,0,11.5,2,70000
"S01001513",12337.7,30.8,100,20,0,10,2,50000
"S01001514",7382.6,33.3,100,20,0,0,2,117286
"S01001515",2177.1,50,83.3,10,1,6.7,1,235096
"S01001516",9776.5,28.6,100,66,0,6,2,79035
"S01001517",11612.9,20,100,9,3,0,1,119510
"S01001518",8528.8,53.8,100,38,0,3.2,1,121258
"S01001519",2762.4,87.5,80,11,0,0,1,235167
"S01001520",7902.3,11.1,100,57,0,5.1,2,125200
"S01001521",3188.1,40,100,8,0,0,1,206844
"S01001522",11483.3,14.3,100,53,5,8.8,2,129150
"S01001523",1768.9,87.5,100,13,0,0,1,218904
"S01001524",9381.9,11.1,100,64,0,10.1,2,87437
"S01001525",8643.6,16.7,100,81,0,8.5,2,85913
"S01001526",4379.6,33.3,100,28,0,0,1,165850
"S01001527",7034,36.4,100,22,0,3.9,1,193833
"S01001528",3727.4,100,100,2,0,0,5,274075
"S01001529",4137.9,50,87.5,20,3,0,1,158695
"S01001530",7352.9,29.4,100,60,0,5.1,1,121037
"S01001531",8733.6,50,100,20,0,5.4,2,121625
"S01001532",877.2,0,100,3,0,10.6,1,281562
"S01001533",520.8,66.7,100,1,0,0,1,268406
"S01001534",2283.1,50,100,8,0,0,1,247250
"S01001535",3779.7,66.7,100,23,0,4.1,5,166722
"S01001536",10218,28.6,100,31,0,4.4,5,79900
"S01001537",12126.9,33.3,100,15,2,8.8,5,55000
"S01001538",3001.2,60,100,29,0,6.3,1,154571
"S01001539",4151.8,42.9,100,0,0,4.4,3,161569
"S01001540",1718.2,75,100,7,0,3.4,1,275333
"S01001541",5910.2,16.7,100,5,0,13,3,152469
"S01001542",4518.1,50,71.4,14,0,5.7,3,135562
"S01001543",6553.1,33.3,100,19,0,5,3,130319
"S01001544",6432.7,30,100,24,0,8.8,3,121736
"S01001545",3566.3,0,100,18,0,5.7,3,105107
"S01001546",12892.4,10,100,23,0,16.8,3,108583
"S01001547",9072.6,10,100,36,0,8.6,3,75000
"S01001548",3428,22.2,100,19,0,4.7,3,137865
"S01001549",5531.9,0,100,37,0,0,5,166256
"S01001550",4273.5,83.3,100,22,0,0,5,321641
"S01001551",3314.9,75,100,18,0,6.5,5,293972
"S01001552",4950.5,33.3,100,42,0,5.4,5,219455
"S01001553",2467.9,100,100,29,0,0,5,291742
"S01001554",5035.2,75,100,21,0,0,5,271368
"S01001555",10316.4,22.2,100,45,0,6,5,115000
"S01001556",4545.5,44.4,100,21,0,5.2,5,257438
"S01001557",4522.6,70,100,3,0,0,5,249465
"S01001558",8680.6,80,88.9,27,0,0,5,142500
"S01001559",11111.1,33.3,100,14,0,0,5,79250
"S01001560",4233.7,0,100,11,0,1,5,99125
"S01001561",4497.1,53.3,100,29,0,8.7,1,207171
"S01001562",4184.1,38.5,100,31,0,6.1,2,182176
"S01001563",3246.8,28.6,100,21,0,0,1,180500
"S01001564",4699.2,100,100,39,0,9.3,1,143000
"S01001565",8643.6,22.2,100,13,0,7,1,118625
"S01001566",5216.1,42.9,100,53,0,0,1,169238
"S01001567",3300.3,22.2,100,57,0,5.3,2,138164
"S01001568",2035.3,50,100,12,0,7,1,177917
"S01001569",3434.1,61.5,100,39,0,0,2,156459
"S01001570",1869.2,20,100,17,0,0,1,204833
"S01001571",10989,18.2,100,53,0,19.4,1,119357
"S01001572",5649.7,50,100,43,0,0,1,163750
"S01001573",2861.2,87.5,71.4,27,0,0,6,170400
"S01001574",9179.9,28.6,88.9,50,0,7.7,1,122750
"S01001575",5420.1,55.6,100,20,3,12.3,1,127438
"S01001576",11304.3,25,100,45,0,9.3,2,148000
"S01001577",5722.5,25,100,78,0,5.3,2,122374
"S01001578",6033.2,45.5,100,47,0,6.8,5,127500
"S01001579",8519.7,9.1,100,40,0,4.8,1,133625
"S01001580",4545.5,0,100,26,0,0,1,112375
"S01001581",4392.4,33.3,100,32,5,6,1,188750
"S01001582",8583.7,44.4,100,61,0,12,1,96188
"S01001583",8180,0,100,40,0,16.5,1,105000
"S01001584",8430.6,75,90,13,0,7.1,1,150778
"S01001585",9061.8,50,94.4,5,0,4.9,1,116440
"S01001586",2197.8,33.3,100,1,0,7.6,1,218900
"S01001587",12278.3,12.5,100,50,0,6.8,2,130400
"S01001588",6172.8,21.4,100,38,0,4.6,1,35341
"S01001589",7672.6,0,100,66,0,12.7,2,125250
"S01001590",3937,40,100,37,0,7.4,1,197181
"S01001591",8972.3,0,100,10,0,15.4,2,116500
"S01001592",7042.3,6.7,95.7,33,0,15.2,1,141100
"S01001593",6734,45.5,100,29,1,3.2,1,195666
"S01001594",8724.8,57.1,100,6,0,9.1,1,151579
"S01001595",7305.2,46.7,100,2,0,18.3,2,92500
"S01001596",5082.6,40,100,40,0,6.1,1,145125
"S01001597",3463.2,46.2,100,13,2,3,1,151613
"S01001598",1552.8,50,100,33,0,8.2,1,199875
"S01001599",6343.7,21.1,88.9,9,0,13,1,137066
"S01001600",8583.7,46.7,100,4,0,10.1,1,110500
"S01001601",4273.5,71.4,88.9,26,0,5.7,6,246168
"S01001602",5806.5,0,90,13,0,0,2,173722
"S01001603",8670.5,42.9,100,20,0,8,2,168875
"S01001604",8957.7,0,100,56,0,10.6,2,115000
"S01001605",3973.5,25,94.7,44,0,6.6,5,148500
"S01001606",7131.5,11.1,100,17,0,4.9,1,168125
"S01001607",2628.1,39.3,100,26,0,4.5,5,184422
"S01001608",2448,37.5,100,21,2,6.3,3,116850
"S01001609",8196.7,22.2,100,92,0,5,3,103500
"S01001610",4749,50,92.3,27,2,7.7,3,199461
"S01001611",3657.3,66.7,100,15,0,0,5,266500
"S01001612",3896.1,100,100,3,0,0,3,163361
"S01001613",13717.4,11.1,88.9,78,0,9,3,NA
"S01001614",6430.9,50,100,25,0,0,3,108162
"S01001615",6345.2,11.1,88.9,46,0,5.3,3,106429
"S01001616",1997.3,57.1,100,1,0,0,3,170000
"S01001617",9325.7,0,100,60,0,6,3,109500
"S01001618",3937,50,100,28,0,7.7,5,191024
"S01001619",8112.1,30,100,64,0,0,3,99833
"S01001620",16786.6,25,100,30,0,0,3,124599
"S01001621",8379.9,100,100,36,0,11.1,3,122500
"S01001622",4093.6,50,94.1,38,1,16.3,3,160714
"S01001623",8862.6,33.3,100,29,2,0,3,145800
"S01001624",5165.3,0,77.8,35,0,6,3,128958
"S01001625",9915,37.5,90,42,0,21.1,3,120000
"S01001626",5814,80,100,51,0,9.5,3,203500
"S01001627",6260.4,28.6,95,17,0,7.9,3,148091
"S01001628",7799,16.7,100,73,0,6.2,3,97000
"S01001629",9027.8,28.6,83.3,25,0,0,3,240040
"S01001630",10121.5,25,100,8,1,24.2,3,86625
"S01001631",5778.4,20,100,41,0,6.9,3,160714
"S01001632",3194.9,33.3,100,31,0,0,3,181667
"S01001633",3432.5,100,100,4,0,7,5,257625
"S01001634",3264.9,55.6,100,33,0,0,3,179250
"S01001635",4166.7,0,100,55,2,7.7,3,104056
"S01001636",3846.2,0,100,18,0,0,3,148543
"S01001637",3592,57.1,100,10,0,7.7,5,232712
"S01001638",7830,25,100,30,1,6,3,114560
"S01001639",11127.6,44.4,100,44,0,10,3,154562
"S01001640",788.6,25,100,12,0,0,5,368339
"S01001641",3566.8,69.6,100,11,0,4.2,6,191462
"S01001642",7954.5,100,100,23,0,7.5,5,197255
"S01001643",4155.1,100,100,22,2,0,5,204494
"S01001644",4601.2,30,100,4,0,6.9,4,170404
"S01001645",4891.3,57.1,100,22,2,5,4,168612
"S01001646",3284.1,66.7,87.5,21,0,7.1,5,268750
"S01001647",3731.3,40,100,0,0,0,4,153588
"S01001648",5333.3,57.1,100,37,0,6.2,4,172936
"S01001649",10316.4,18.2,100,7,0,6.4,4,148000
"S01001650",2988,15.4,91.7,32,0,5.1,4,206100
"S01001651",5675.4,66.7,92.9,8,0,5.6,4,145096
"S01001652",1282.1,75,100,25,0,0,5,359481
"S01001653",6015,33.3,100,27,0,0,4,105071
"S01001654",3154.6,63.6,100,32,0,0,5,243125
"S01001655",3502.6,33.3,100,34,0,12.2,5,368000
"S01001656",3515.6,50,100,23,0,6.4,5,242083
"S01001657",2495.8,0,66.7,37,0,0,6,299882
"S01001658",4928.8,33.3,100,18,0,5.4,6,318423
"S01001659",2781.6,66.7,100,16,0,9.8,5,288306
"S01001660",2314.8,80,75,11,0,0,5,381808
"S01001661",3205.1,63.6,100,17,0,7.7,5,459221
"S01001662",4098.4,42.9,100,46,0,6.3,4,171688
"S01001663",1700.7,100,100,20,0,6,4,371619
"S01001664",1692,100,75,14,0,9.8,4,242625
"S01001665",2328.3,0,100,8,0,0,4,359761
"S01001666",3717.5,60,100,11,0,11.1,4,350730
"S01001667",1277.1,100,88.9,8,0,0,4,291555
"S01001668",1530.6,100,100,6,0,5.2,4,423408
"S01001669",5468.8,71.4,100,12,0,7.5,4,208199
"S01001670",2180.2,20,100,5,0,0,3,210000
"S01001671",3703.7,28.6,100,11,0,6.4,5,176400
"S01001672",6849.3,66.7,100,33,0,0,3,244167
"S01001673",2491.7,22.2,100,63,0,0,3,144906
"S01001674",7407.4,66.7,100,37,0,7.8,3,158097
"S01001675",2351.1,100,88.9,23,0,0,3,150925
"S01001676",3275.1,37.5,90,12,0,3.6,5,252560
"S01001677",2285.7,75,100,18,0,4.4,5,325389
"S01001678",3846.2,16.7,100,18,0,4.9,3,177875
"S01001679",1038.4,50,100,1,0,0,1,347288
"S01001680",1814.9,0,75,0,0,10.9,1,377000
"S01001681",2381,100,100,0,0,6.7,1,316444
"S01001682",3305.8,71.4,100,14,0,5.7,3,73000
"S01001683",2541.3,55.6,100,0,0,0,1,183283
"S01001684",2447,0,100,9,0,0,5,179500
"S01001685",8295.6,0,91.7,12,1,0,1,234375
"S01001686",2309.5,66.7,100,12,2,4.8,1,246066
"S01001687",3645.8,66.7,100,0,0,10.8,1,130125
"S01001688",3937,33.3,92.3,11,0,0,1,174125
"S01001689",2167.6,40,100,0,0,7,1,331000
"S01001690",3242.5,44.4,95.8,37,0,7,1,161682
"S01001691",2401,50,100,0,0,0,1,318056
"S01001692",7779.3,25,100,30,0,7,1,164850
"S01001693",1974.3,88.9,100,0,0,0,1,207616
"S01001694",4457.7,0,100,19,0,0,1,123328
"S01001695",3132.8,66.7,100,12,0,0,1,224077
"S01001696",2635,28.6,100,37,0,5.3,1,246086
"S01001697",7168.5,50,100,16,0,8.5,1,270000
"S01001698",2970.3,66.7,100,50,0,10.4,1,131300
"S01001699",1379.3,57.1,100,0,0,4.8,1,307666
"S01001700",2967.4,62.5,100,0,0,0,1,327095
"S01001701",6922.3,33.3,100,31,0,10.8,1,171600
"S01001702",3405.2,80,87.5,8,0,8.5,1,289814
"S01001703",3792.7,53.3,100,18,0,0,1,182273
"S01001704",1738.1,50,100,3,0,0,1,401872
"S01001705",3289.5,50,100,14,0,6.5,1,192542
"S01001706",1298.7,45.5,100,4,0,4.9,1,237125
"S01001707",11855,28.6,100,23,1,0,1,113610
"S01001708",2702.7,50,100,5,0,0,1,145615
"S01001709",2400,60,100,32,0,0,1,145562
"S01001710",4195.8,100,83.3,18,0,0,1,158143
"S01001711",1338.7,40,100,40,0,5.6,1,235429
"S01001712",4073.3,0,100,43,0,10,3,99998
"S01001713",4884,33.3,100,0,0,4.1,1,182858
"S01001714",3486.8,0,100,3,0,0,1,211512
"S01001715",2876.9,25,88.9,0,0,4.3,1,197733
"S01001716",9375,11.1,100,9,1,9.3,3,155667
"S01001717",3217.5,0,100,35,0,0,1,228390
"S01001718",2895.8,100,100,16,0,7,1,268513
"S01001719",2739.7,44.4,100,3,0,0,1,221550
"S01001720",4142,44.7,100,16,1,0,1,326673
"S01001721",2907,90,100,0,0,0,1,243709
"S01001722",2095,57.1,100,32,0,0,1,202863
"S01001723",1146.8,50,100,0,0,0,1,486969
"S01001724",13418.1,33.3,100,10,0,11.9,3,56667
"S01001725",7294.4,12.5,100,19,1,4.8,3,149654
"S01001726",2300.6,70,100,0,0,0,1,234388
"S01001727",2076.8,33.3,100,12,0,4.5,1,233470
"S01001728",740.7,38.5,100,3,0,0,1,215229
"S01001729",4040.4,44.4,100,52,0,8,1,175300
"S01001730",3516.2,62.5,100,16,0,0,1,228748
"S01001731",1733.1,33.3,100,2,0,0,1,238595
"S01001732",4488.3,40,100,4,0,6,1,140806
"S01001733",5055.1,54.5,100,39,1,5.1,3,139659
"S01001734",2884.6,25,100,0,0,0,1,296646
"S01001735",2105.3,50,100,21,0,8.6,1,328483
"S01001736",2385.5,0,100,0,0,0,1,477873
"S01001737",2471.2,28.6,100,75,0,0,1,150959
"S01001738",1715.3,75,100,0,0,0,1,298741
"S01001739",3943.2,60,100,87,0,6.3,1,137167
"S01001740",5944.5,0,100,28,5,0,3,190167
"S01001741",10350.3,0,91.7,22,0,0,1,69000
"S01001742",8136.1,27.3,100,38,0,19,1,71900
"S01001743",10078.4,7.1,100,34,0,14,1,69830
"S01001744",3490.4,100,100,4,0,0,1,135000
"S01001745",2275.3,55.6,100,62,0,4.7,1,157024
"S01001746",3264.9,25,100,21,0,0,1,225382
"S01001747",9603.8,0,100,42,0,4.4,1,82911
"S01001748",2365.9,75,100,0,0,6.3,1,257250
"S01001749",11764.7,12.5,100,5,0,0,1,74875
"S01001750",7987.2,40,100,6,0,8.3,1,143375
"S01001751",8403.4,20,100,19,0,10.2,1,94357
"S01001752",1450.7,50,100,15,0,0,1,284600
"S01001753",12228.3,20,100,33,0,15.3,1,75333
"S01001754",640.2,63.6,100,12,0,0,1,379000
"S01001755",7135.6,66.7,100,27,2,3.7,1,284269
"S01001756",3943.2,100,100,26,0,0,1,314950
"S01001757",5660.4,0,100,7,1,4.5,1,168800
"S01001758",3176.6,100,100,25,0,5.4,1,186132
"S01001759",11019.3,16.7,100,6,0,10.4,1,73750
"S01001760",9027.8,27.3,90,14,1,10,1,111350
"S01001761",10802.5,20,100,6,1,12.5,1,161500
"S01001762",5567.9,83.3,100,10,3,6.5,1,193556
"S01001763",2298.9,46.2,100,64,0,0,1,316999
"S01001764",1976.3,50,100,34,0,7.2,1,178583
"S01001765",8389.3,30,75,11,2,5.2,1,104833
"S01001766",3671.1,71.4,100,9,0,0,1,201000
"S01001767",3278.7,50,100,18,0,0,1,160425
"S01001768",3179.7,60,100,14,0,8.5,1,163250
"S01001769",3200,0,100,0,0,0,1,183860
"S01001770",10889.3,25,100,12,1,12.2,1,50100
"S01001771",5543.2,66.7,100,6,0,4.3,1,141583
"S01001772",9523.8,100,100,3,14,0,1,127008
"S01001773",8377,25,100,11,1,4.8,1,130833
"S01001774",1453.5,75,100,15,3,0,1,167006
"S01001775",1742.2,40,100,48,0,0,1,168643
"S01001776",8116.9,33.3,100,7,0,6.8,1,165624
"S01001777",4112.8,66.7,100,59,0,4.7,1,332929
"S01001778",14253.1,7.7,100,26,1,15,1,69598
"S01001779",3913.9,75,100,20,1,0,1,204861
"S01001780",6273.5,50,100,16,7,6.8,1,133286
"S01001781",2873.6,80,100,0,0,0,1,245111
"S01001782",2609.6,37.5,100,8,0,4.6,1,193645
"S01001783",12259.2,40,100,12,0,12,1,90000
"S01001784",5785.1,33.3,100,29,0,8.9,1,126956
"S01001785",5181.3,50,100,4,0,6,1,133421
"S01001786",2915.5,0,100,22,0,9.8,1,127429
"S01001787",3350.1,50,100,0,0,0,1,156047
"S01001788",6081.1,25,100,12,0,4.9,1,130786
"S01001789",8741.3,25,90,4,1,10.6,1,66000
"S01001790",2124.6,75,100,2,0,0,1,163023
"S01001791",2781.6,0,100,2,0,0,1,207937
"S01001792",4366.8,60,100,38,0,0,1,187967
"S01001793",3239.7,80,100,12,1,6.1,1,242773
"S01001794",4966.9,70,100,35,0,6.2,1,266285
"S01001795",2406.7,62.5,100,18,0,0,1,303192
"S01001796",1906,85.7,100,1,0,0,1,345083
"S01001797",6756.8,100,100,27,0,6.2,1,147766
"S01001798",1251.6,25,100,1,0,0,1,284167
"S01001799",10788,9.1,84.2,8,1,16.9,1,98833
"S01001800",3167.9,72.7,100,17,0,3.8,1,169167
"S01001801",2938.3,83.3,100,9,0,0,5,408358
"S01001802",3420.8,63.6,100,24,0,5.2,1,135499
"S01001803",3849.4,11.1,100,23,0,4.6,1,172996
"S01001804",5413.4,18.2,100,18,3,5.3,1,151369
"S01001805",4807.7,33.3,100,56,0,5.7,1,170114
"S01001806",4251.7,66.7,100,16,0,10,1,229893
"S01001807",3754.7,85.7,100,12,0,0,1,222731
"S01001808",7799,50,100,13,0,5.7,1,191600
"S01001809",11675.1,29.4,100,19,0,8.5,1,118500
"S01001810",2965.6,75,100,23,0,5.7,1,166924
"S01001811",740.7,100,100,0,0,0,1,358278
"S01001812",1091.7,55.6,100,6,0,0,1,384278
"S01001813",2824.9,100,100,0,0,5.6,1,229400
"S01001814",2580.6,52.9,100,29,0,3.9,1,250792
"S01001815",4498.7,50,100,1,0,9.1,1,231669
"S01001816",2390.1,80,100,17,0,5.3,1,401291
"S01001817",9735.7,10,100,28,0,6.8,1,122167
"S01001818",1355,57.1,100,0,0,0,1,298364
"S01001819",1500,61.5,100,10,0,0,1,461085
"S01001820",9615.4,54.5,100,44,0,11.6,1,105625
"S01001821",4545.5,35,95,38,0,0,1,106000
"S01001822",4171,50,100,36,0,5.3,1,152864
"S01001823",10504.2,53.3,84.6,36,0,8.8,1,129556
"S01001824",6983.2,66.7,100,45,0,7.8,1,180417
"S01001825",3019.3,75,100,27,0,5.8,1,172222
"S01001826",9078.2,21.4,100,20,10,7.1,1,104167
"S01001827",8503.4,54.5,100,11,0,8.6,1,126886
"S01001828",637.8,85.7,100,19,5,5.2,1,263559
"S01001829",3506.3,75,100,17,0,7.9,1,309628
"S01001830",2141.3,80,100,14,0,5.2,1,322723
"S01001831",4908.8,23.1,88.9,34,0,6,1,106600
"S01001832",11611,28.6,100,49,0,5.5,1,103943
"S01001833",1278.8,88.9,100,15,0,5.2,1,254569
"S01001834",11725.3,71.4,100,75,0,0,1,111200
"S01001835",2032.5,75,100,20,0,0,1,250609
"S01001836",3289.5,83.3,87.5,9,0,0,1,352596
"S01001837",2157.5,66.7,100,7,0,0,1,197375
"S01001838",5291,42.9,100,72,0,16.3,1,138169
"S01001839",11889.9,27.3,100,41,0,15.6,1,110357
"S01001840",2029.8,100,100,3,0,0,1,220929
"S01001841",3881,40,92.9,0,0,4.9,1,120750
"S01001842",3663,41.7,91.7,27,0,0,1,224167
"S01001843",7746.5,36.4,100,4,0,6.4,1,76892
"S01001844",1156.5,75,100,25,0,0,1,188429
"S01001845",2512.6,66.7,100,12,0,0,1,285000
"S01001846",1085.8,66.7,100,22,0,0,1,235929
"S01001847",10106.4,11.1,100,44,0,10.8,1,108750
"S01001848",7452.6,50,100,8,0,8.5,1,97611
"S01001849",3246.8,50,100,3,0,14.3,1,372000
"S01001850",3477.1,38.5,100,0,0,5,1,128423
"S01001851",3181.3,57.1,100,1,0,0,1,218068
"S01001852",1938,60,100,5,0,0,1,225831
"S01001853",1948.1,75,100,7,0,7.7,1,317921
"S01001854",3496.5,25,100,4,0,2.2,1,186833
"S01001855",3209.2,66.7,100,11,0,0,1,249200
"S01001856",9640.1,37.5,100,27,0,13,1,118214
"S01001857",8807.6,40,100,35,0,5.8,1,203200
"S01001858",3933.1,87.5,100,1,0,0,1,216420
"S01001859",11285.6,23.1,100,44,0,11.8,1,112833
"S01001860",1269,28.6,100,2,1,0,1,422231
"S01001861",8149,35.7,100,8,0,9.4,1,95875
"S01001862",2614.4,75,100,10,0,0,1,192571
"S01001863",3063.7,60,100,17,0,0,1,209500
"S01001864",7081,45.2,100,10,0,11.3,1,87000
"S01001865",9873.1,16.7,100,10,0,14.6,1,115125
"S01001866",740.7,80,100,4,0,0,1,218713
"S01001867",8519,43.8,100,23,0,6.3,1,136500
"S01001868",4016.1,62.5,100,5,0,0,1,287936
"S01001869",3097.9,57.1,87.5,27,0,6.2,1,155385
"S01001870",9489.9,31.6,100,21,0,15.3,1,139400
"S01001871",3647.4,65.2,100,20,0,3.4,1,257996
"S01001872",9139.8,45.5,100,49,0,6.8,1,162616
"S01001873",1207.7,50,100,7,0,8.8,1,396667
"S01001874",8071.7,61.5,96.8,5,0,15.5,1,120000
"S01001875",1720.2,75,90,0,1,0,1,477130
"S01001876",8682.3,61.1,100,44,0,4.6,1,137910
"S01001877",13144.6,18.8,100,42,0,13.6,1,74833
"S01001878",969,100,87.5,16,0,8.2,1,523261
"S01001879",9322,28.6,100,0,0,23.8,1,NA
"S01001880",10997.1,37.5,100,4,0,18.5,1,73000
"S01001881",3328.9,77.8,100,0,0,0,1,264387
"S01001882",4920,41.2,100,47,1,5.3,1,138462
"S01001883",1569.9,100,100,21,0,0,1,306136
"S01001884",11270.5,70,100,41,0,4.4,1,109194
"S01001885",2136.8,90,100,2,0,6.3,1,460128
"S01001886",15859.8,0,100,13,0,19.2,1,33050
"S01001887",4689.3,50,100,39,0,6.7,5,185450
"S01001888",1644.7,91.7,100,1,0,0,1,423863
"S01001889",2693,100,80,44,0,0,1,198626
"S01001890",6138.4,29.4,94.4,25,0,13.2,1,110097
"S01001891",7604.6,50,100,35,0,4.3,1,100342
"S01001892",8247.4,33.3,86.4,0,0,18.2,1,57206
"S01001893",8105.4,42.3,100,0,0,14.9,1,64750
"S01001894",8496.7,7.7,100,11,0,19.8,1,69500
"S01001895",6365.7,50,91.7,33,0,5,1,147567
"S01001896",1764.7,91.7,81.8,46,0,5.4,1,340551
